AGENCY_AREA,CATCHMENT,WATERBODY_TYPE,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,SLOPE,DIST_FROM_SOURCE,SOURCE_ALTITUDE,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_MPHYTE
ANGLIAN - NORTHERN,UPPER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NENE,92438,1,SP,85896,62041,SP8589662041,485896,262041,GB105032045050,0.9,36.000,,,,15/08/1994,02/10/2012,12,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92444,1,SP,88400,45400,SP8840045400,488400,245400,GB105033047923,0.5,59.000,,,,06/07/1995,11/09/2012,12,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92451,1,TL,55000,80100,TL5500080100,555000,280100,,0.2,,,,,15/06/1995,25/07/2000,7,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OLD RIVER SLEA,92453,1,TF,08700,47200,TF0870047200,508700,347200,GB105030056670,1.4,18.500,95.0,,,29/06/1995,10/07/2008,7,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LOUTH CANAL,92479,1,TF,35600,90200,TF3560090200,535600,390200,GB104029061990,1.4,11.600,70.0,202.3,12/11/2013,12/08/1994,23/08/2012,14,False
ANGLIAN - EASTERN,GIPPING,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RATTLESDEN RIVER,92483,1,TM,05300,57800,TM0530057800,605300,257800,GB105035046110,1.4,13.500,80.0,306.0,18/03/2014,03/08/1995,16/08/2012,3,False
ANGLIAN - NORTHERN,UPPER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WHILTON BRANCH,92504,1,SP,62255,65226,SP6225565226,462255,265226,GB105032045340,3.3,9.800,150.0,209.1,12/11/2013,09/08/1994,22/07/2015,14,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,UPPER WITHAM,92513,1,SK,90700,42800,SK9070042800,490700,342800,GB105030056780,1.4,32.300,,,,06/07/1995,12/09/2012,8,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,UPPER WITHAM,92514,1,SK,95600,65900,SK9560065900,495600,365900,GB105030062370,0.2,70.500,134.0,214.5,12/11/2013,15/06/1995,07/09/2016,9,False
ANGLIAN - EASTERN,WAVENEY (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WAVENEY,92532,1,TM,17700,78500,TM1770078500,617700,278500,,,,,,,18/06/1996,08/08/1996,2,False
ANGLIAN - EASTERN,WAVENEY (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WAVENEY,92533,1,TM,17800,78400,TM1780078400,617800,278400,,,,,,,18/06/1996,08/08/1996,2,False
ANGLIAN - EASTERN,WAVENEY (1),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STARSTON BECK,92538,1,TM,24800,84000,TM2480084000,624800,284000,,,,,,,06/08/1996,06/08/1996,1,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,92546,1,ST,81500,60400,ST8150060400,381500,160400,,0.5,69.000,,,,01/06/1995,22/08/1996,4,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,92547,1,ST,68900,68800,ST6890068800,368900,168800,,0.6,92.000,,,,01/06/1995,23/08/1996,4,False
SOUTH WEST - SOUTH WESSEX,FROME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FROME,92556,1,ST,77100,49000,ST7710049000,377100,149000,,3.3,16.000,,,,05/06/1995,16/08/1996,4,False
SOUTH WEST - SOUTH WESSEX,FROME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FROME,92557,1,ST,77100,49000,ST7710049000,377100,149000,,3.3,16.000,,,,05/06/1995,16/08/1996,4,False
SOUTH WEST - SOUTH WESSEX,LOWER STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - LOWER),92563,1,SZ,02400,99200,SZ0240099200,402400,099200,,0.8,74.000,,,,05/07/1995,20/08/1996,4,False
SOUTH WEST - NORTH WESSEX,CAM BK/WELLOW BK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WELLOW BROOK,92572,1,ST,70000,55200,ST7000055200,370000,155200,,3.3,6.000,,,,05/06/1995,13/08/1996,4,False
SOUTH WEST - NORTH WESSEX,YEO,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,YEO,92575,1,SX,85800,99100,SX8580099100,285800,099100,GB108045009280,3.3,21.000,,,,22/06/1995,09/08/2001,7,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE H AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HAMPSHIRE AVON,92576,1,SU,15900,28700,SU1590028700,415900,128700,GB108043015840,1.0,52.000,,,,12/07/1995,23/05/2003,7,False
SOUTH WEST - SOUTH WESSEX,UPPER STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - UPPER),92584,1,ST,92300,01900,ST9230001900,392300,101900,,,,,,,31/07/1996,31/07/1996,1,False
SOUTH WEST - CORNWALL,CAMEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CAMEL,92587,1,SX,04500,67400,SX0450067400,204500,067400,,,,,,,01/06/1995,22/08/1996,4,False
THAMES - SOUTH EAST,LODDON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BLACKWATER (THAMES),92603,1,SU,85663,59473,SU8566359473,485663,159473,GB106039017290,1.1,15.000,,114.0,04/10/2012,02/08/1995,10/08/2012,5,False
THAMES - WEST,CHERWELL AND RAY (OXON),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHERWELL,92611,1,SP,48700,37100,SP4870037100,448700,237100,,1.0,28.000,,,,01/07/1994,19/09/1996,4,False
THAMES - SOUTH EAST,LODDON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WHITEWATER (LODDON),100842,1,SU,71230,49770,SU7123049770,471230,149770,GB106039017240,4.5,0.100,,215.0,25/09/2019,21/07/2005,21/07/2005,1,False
THAMES - SOUTH EAST,LODDON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WHITEWATER (LODDON),100843,1,SU,73299,52173,SU7329952173,473299,152173,GB106039017240,4.5,3.700,,,,21/08/1996,09/08/2005,2,False
THAMES - WEST,WINDRUSH,WBDY,DYKE: Natural or artificial watercourse primarily used for land drainage,EMMAS DYKE,92616,1,SP,35200,09100,SP3520009100,435200,209100,,,,,,,01/07/1995,11/09/1995,2,False
THAMES - WEST,LODDON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LODDON,92629,1,SU,67563,54708,SU6756354708,467563,154708,GB106039017080,3.3,4.000,,,,01/07/1994,29/08/2001,9,False
THAMES - SOUTH EAST,WEY (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WEY,92653,1,SU,76600,42700,SU7660042700,476600,142700,,2.5,10.500,,,,01/09/1994,01/09/1994,1,False
THAMES - SOUTH EAST,WEY (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WEY,92657,1,SU,99200,45500,SU9920045500,499200,145500,,0.8,42.000,,,,01/09/1994,21/08/1995,2,False
THAMES - WEST,WYE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WYE (THAMES,92660,1,SU,88600,92000,SU8860092000,488600,192000,,3.3,8.500,,,,01/07/1994,18/07/1995,2,False
THAMES - NORTH EAST,STORT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STORT,92661,1,TL,49300,19200,TL4930019200,549300,219200,,,,,,,01/07/1994,29/09/1994,2,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,92765,1,TL,19700,19000,TL1970019000,519700,219000,,,,,,,21/07/1999,07/09/1999,2,False
ANGLIAN - CENTRAL,PADBURY/CLAYDON BKS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OUSE (PADBURY),92776,1,SP,59800,35900,SP5980035900,459800,235900,GB105033037860,0.3,17.300,164.0,226.6,28/02/2013,13/07/1998,21/07/2014,11,False
THAMES - NORTH EAST,LEE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LEE (NAV.SUB A),102092,1,TQ,35886,92538,TQ3588692538,535886,192538,GB106038027950,1.0,74.000,117.0,242.0,01/02/2013,18/09/2013,02/08/2016,2,False
SOUTH WEST - SOUTH WESSEX,WYLYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WYLYE,186912,1,SU,02213,37417,SU0221337417,402213,137417,GB108043022550,1.8,32.500,150.0,216.0,01/01/2017,11/06/2015,11/06/2015,1,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WANTSUM,203311,1,TR,24342,66367,TR2434266367,624342,166367,GB107040019620,0.3,68.700,108.0,228.2,21/06/2021,09/06/2021,09/06/2021,1,False
ANGLIAN - NORTHERN,LOWER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BILLING BROOK (CAMBS),92983,1,TL,12200,92500,TL1220092500,512200,292500,GB105032050330,,,,,,23/07/2003,23/07/2003,1,False
SOUTH WEST - DEVON,TEIGN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TEIGN,93024,1,SX,72390,89880,SX7239089880,272390,089880,GB108046008550,,,,,,31/07/2001,31/07/2001,1,False
ANGLIAN - NORTHERN,NORTH LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ANCHOLME,93027,1,TF,02300,86600,TF0230086600,502300,386600,GB104029061850,,,,,,15/07/2003,19/08/2004,2,False
SOUTH WEST - DEVON,EXE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BARLE,93202,1,SS,76680,39150,SS7668039150,276680,139150,,,,,,,15/07/1999,15/07/1999,1,False
SOUTH WEST - SOUTH WESSEX,UPPER H AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HAMPSHIRE AVON,93302,1,SU,15220,48031,SU1522048031,415220,148031,GB108043022351,,,,,,06/06/2003,06/06/2003,1,False
ANGLIAN - NORTHERN,UPPER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EVERDON BROOK,93802,1,SP,60000,57300,SP6000057300,460000,257300,GB105032045290,5.0,5.400,170.0,216.0,06/02/2014,21/08/2002,15/07/2016,3,False
ANGLIAN - NORTHERN,NORTH LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ANCHOLME,93820,1,SE,97400,18900,SE9740018900,497400,418900,GB104029067520,0.1,48.480,116.0,193.0,04/10/2012,15/07/2003,20/07/2011,4,False
THAMES - WEST,AMPNEY BROOK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,AMPNEY BROOK,89501,1,SP,08324,00855,SP0832400855,408324,200855,GB106039030300,2.9,3.000,,202.0,01/01/2011,19/09/2005,19/09/2005,1,False
SOUTH WEST - CORNWALL,TAMAR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,INNY,95103,1,SX,14989,86669,SX1498986669,214989,086669,GB108047007760,,,,,,02/10/2003,02/10/2003,1,False
SOUTH WEST - CORNWALL,TAMAR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,INNY,95106,1,SX,16893,86687,SX1689386687,216893,086687,GB108047007760,7.6,3.100,295.0,,02/03/2021,06/10/2003,15/09/2009,2,False
NORTH EAST - YORKSHIRE,AIRE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CONONLEY BECK,202295,1,SD,98797,46927,SD9879746927,398797,446927,GB104027063033,50.0,2.000,240.0,,,13/08/2021,13/08/2021,1,False
SOUTH WEST - SOUTH WESSEX,WYLYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WYLYE,190254,1,SU,09150,33186,SU0915033186,409150,133186,GB108043022510,1.4,45.000,150.0,203.0,01/01/2017,13/07/2016,13/07/2016,1,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE H AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HAMPSHIRE AVON,190255,1,SU,13416,55685,SU1341655685,413416,155685,GB108043022351,1.7,16.000,140.0,250.0,01/01/2017,16/07/2015,16/07/2015,1,False
MIDLANDS - LOWER TRENT (OLD),EREWASH,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EREWASH,118601,1,SK,46600,45400,SK4660045400,446600,345400,,,,,,,19/06/1995,19/06/1995,1,False
MIDLANDS - LOWER TRENT (OLD),MEDEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SOOKHOLME BROOK,118744,1,SK,53700,66500,SK5370066500,453700,366500,GB104028058050,,,,,,09/07/2008,09/07/2008,1,False
THAMES - NORTH EAST,COLNE (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GADE,191851,1,TL,02912,11606,TL0291211606,502912,211606,GB106039029900,,,,,,19/08/2020,26/08/2021,2,False
NORTH EAST - NORTH EAST,TEES,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LITTLE STAINTON BECK,201732,1,NZ,35087,19999,NZ3508719999,435087,519999,GB103025072280,20.0,3.670,100.0,214.9,21/09/2021,31/08/2021,31/08/2021,1,False
SOUTHERN - SOLENT & S. DOWNS,ARUN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,"DURRANTS TRIB, BOLDINGS BROOK",202375,1,TQ,19824,33704,TQ1982433704,519824,133704,GB107041012910,,,,,,07/09/2021,07/09/2021,1,False
SOUTHERN - SOLENT & S. DOWNS,SUSSEX ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PETWORTH BROOK,202399,1,SU,97781,24990,SU9778124990,497781,124990,GB107041012780,,,,,,03/08/2021,03/08/2021,1,False
SOUTHERN - SOLENT & S. DOWNS,ITCHEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CANDOVER BROOK,188633,1,SU,56690,36666,SU5669036666,456690,136666,GB107042022620,,,,,,14/09/2021,14/09/2021,1,False
SOUTHERN - SOLENT & S. DOWNS,OUSE (SUSSEX),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LEWES BROOKS,189973,1,TQ,40661,08226,TQ4066108226,540661,108226,GB107041013080,,,,,,19/06/2019,09/06/2021,3,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,189992,1,TL,24213,15115,TL2421315115,524213,215115,GB106038033270,,,,,,22/06/2015,14/06/2018,4,False
NORTH EAST - YORKSHIRE,AIRE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LOW/WORTLEY/PUDSEY BECKS,201051,1,SE,26256,31929,SE2625631929,426256,431929,GB104027062830,5.0,12.200,210.0,,,16/06/2021,16/06/2021,1,False
ANGLIAN - CENTRAL,RHEE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RHEE,128589,1,TL,38519,49042,TL3851949042,538519,249042,GB105033037610,0.8,21.300,60.0,245.9,04/02/2014,08/07/2013,09/08/2016,2,False
SOUTHERN - SOLENT & S. DOWNS,ITCHEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NUNS WALK STREAM,41882,2,SU,48772,31907,SU4877231907,448772,131907,GB107042022730,2.0,0.600,42.0,,,24/09/2014,30/09/2019,6,False
NORTH EAST - YORKSHIRE,DON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FRICKLEY BECK,1032,2,SE,47739,09988,SE4773909988,447739,409988,GB104027063140,3.6,5.000,86.0,151.4,01/01/1995,14/08/2012,25/06/2015,2,False
SOUTHERN - SOLENT & S. DOWNS,EASTERN YAR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EASTERN YAR,41927,2,SZ,54260,85340,SZ5426085340,454260,085340,GB107101005970,3.2,10.200,,105.1,01/01/1995,04/09/2006,04/09/2006,1,False
SOUTHERN - KENT & E. SUSSEX,WALLERS HAVEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NUNNINGHAM STREAM,41930,2,TQ,66156,12890,TQ6615612890,566156,112890,GB107041012610,0.8,8.700,105.0,72.4,01/01/1995,15/08/2006,18/08/2015,3,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ROTHER TRIB.,41963,2,TQ,68580,26170,TQ6858026170,568580,126170,GB107040013590,6.4,1.400,62.0,190.4,01/01/1995,05/09/2012,05/09/2012,1,False
NORTH EAST - YORKSHIRE,AIRE,WBDR,DRAIN: Natural or artificial watercourse primarily used for land drainage,MASPIN MOOR DRAIN,1143,2,SE,52878,28643,SE5287828643,452878,428643,GB104027062740,0.1,2.600,14.0,181.2,01/01/1995,23/07/2012,09/07/2021,3,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TIDEBROOK,41982,2,TQ,65261,26904,TQ6526126904,565261,126904,GB107040013620,4.6,8.300,144.0,111.5,01/01/1995,06/08/2012,17/08/2015,2,False
SOUTHERN - SOLENT & S. DOWNS,ADUR EAST,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ADUR EAST,41994,2,TQ,21800,18880,TQ2180018880,521800,118880,GB107041012900,0.4,20.300,56.0,101.9,01/01/1995,30/07/2008,07/08/2012,2,False
SOUTHERN - KENT & E. SUSSEX,PEVENSEY HAVEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHILLEY STREAM,42029,2,TQ,64240,06060,TQ6424006060,564240,106060,GB107041006670,1.0,7.200,,,,04/08/2011,04/08/2011,1,False
SOUTHERN - SOLENT & S. DOWNS,TEST,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TEST,43117,2,SU,51600,50150,SU5160050150,451600,150150,GB107042022710,1.5,2.780,90.0,246.0,04/10/2012,04/09/2001,22/07/2013,5,False
NORTH EAST - YORKSHIRE,WHARFE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HEBDEN BECK,1237,2,SE,02549,63346,SE0254963346,402549,463346,GB104027064190,20.0,4.100,410.0,100.0,28/03/2014,01/09/2011,01/09/2011,1,False
NORTH EAST - YORKSHIRE,ROTHER (RIDINGS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BARLOW BROOK,1282,2,SK,37262,74961,SK3726274961,437262,374961,GB104027057680,6.3,10.000,282.0,148.0,01/01/1995,14/09/2012,14/09/2012,1,False
SOUTHERN - SOLENT & S. DOWNS,NEW FOREST,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BEAULIEU,42068,2,SU,38410,04660,SU3841004660,438410,104660,GB107042016340,0.5,13.200,55.0,37.1,01/01/1995,21/08/2007,23/07/2015,3,False
SOUTHERN - SOLENT & S. DOWNS,ITCHEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MANOR FISH FARM TRIB.,43212,2,SU,58490,33210,SU5849033210,458490,133210,GB107042022610,10.0,1.000,,,,16/09/2014,22/08/2019,6,False
NORTH EAST - YORKSHIRE,COAST (SOUTH),WBDR,DRAIN: Natural or artificial watercourse primarily used for land drainage,BARMSTON MAIN DRAIN,27,2,TA,15207,58787,TA1520758787,515207,458787,GB104026077780,0.1,13.900,15.0,238.2,01/01/1995,28/08/2013,22/07/2021,3,False
NORTH EAST - YORKSHIRE,DERWENT (DALES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,POCKLINGTON BECK,1337,2,SE,80015,45697,SE8001545697,480015,445697,GB104027063480,2.5,10.900,129.0,199.4,01/01/1995,30/06/2016,05/07/2019,2,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BLACKBROOK PETTY SEWER,42127,2,TQ,88450,25920,TQ8845025920,588450,125920,GB107040013640,0.1,2.100,,199.4,01/01/1995,23/09/2010,23/09/2010,1,False
SOUTHERN - SOLENT & S. DOWNS,MEDINA,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MEDINA,43254,2,SZ,50347,88019,SZ5034788019,450347,088019,GB107101005990,1.2,9.800,92.0,106.4,01/01/1995,04/09/2006,08/08/2013,3,False
NORTH EAST - YORKSHIRE,SWALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NEWTON/BEDALE/BELLERBY BECK,33,2,SE,30654,90229,SE3065490229,430654,490229,GB104027068910,1.9,24.500,222.0,207.0,09/12/2013,09/08/2012,17/08/2016,3,False
NORTH EAST - YORKSHIRE,SWALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BROAD BECK,49,2,SE,42346,88628,SE4234688628,442346,488628,GB104027068950,6.0,6.600,367.0,166.0,09/12/2013,27/06/2013,27/06/2018,3,False
NORTH EAST - YORKSHIRE,SWALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COLBURN BECK,76,2,SE,19677,99136,SE1967799136,419677,499136,GB104027069000,10.0,9.100,284.0,159.8,04/10/2012,03/07/2013,08/07/2014,2,False
NORTH EAST - YORKSHIRE,DON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DON,117,2,SK,29257,98660,SK2925798660,429257,398660,GB104027057490,7.7,27.100,455.0,35.0,09/12/2013,10/08/2005,10/08/2005,1,False
NORTH EAST - YORKSHIRE,HUMBER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FOULNESS,1454,2,SE,83699,32670,SE8369932670,483699,432670,GB104026066690,0.2,27.400,61.0,204.5,01/01/1995,28/08/2013,10/09/2019,2,False
NORTH EAST - YORKSHIRE,HULL,WBDY,DYKE: Natural or artificial watercourse primarily used for land drainage,SCURF DYKE,1460,2,TA,04943,50745,TA0494350745,504943,450745,GB104026067010,0.1,3.200,10.0,229.6,01/01/1995,02/08/2013,11/08/2015,2,False
SOUTHERN - KENT & E. SUSSEX,CUCKMERE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CUCKMERE,42208,2,TQ,58189,12138,TQ5818912138,558189,112138,GB107041012390,1.6,12.800,144.0,93.8,01/01/1995,28/08/2006,07/08/2013,6,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WANTSUM,42256,2,TR,24937,68151,TR2493768151,624937,168151,GB107040019770,0.3,71.900,108.0,228.2,15/02/2012,19/07/2011,28/07/2015,2,False
NORTH EAST - YORKSHIRE,DON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EWDEN BECK,148,2,SK,29836,95522,SK2983695522,429836,395522,GB104027057400,11.7,12.600,520.0,19.9,01/01/1995,03/08/2007,27/08/2015,3,False
NORTH EAST - YORKSHIRE,HUMBER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LAMBWATH STREAM,194,2,TA,12727,39102,TA1272739102,512727,439102,GB104026066860,0.4,15.300,12.0,267.6,01/01/1995,04/09/2012,26/08/2015,2,False
NORTH EAST - YORKSHIRE,URE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LAVER/SOUTH GILL BECK,195,2,SE,30190,71002,SE3019071002,430190,471002,GB104027064170,5.5,24.500,398.0,70.0,09/12/2013,20/06/2013,20/06/2013,1,False
NORTH EAST - YORKSHIRE,HUMBER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MILL (MIRES) BECK,213,2,SE,90387,29746,SE9038729746,490387,429746,GB104026066660,1.3,10.400,50.0,178.0,01/01/1995,05/07/2006,24/08/2016,8,False
SOUTHERN - SOLENT & S. DOWNS,HAMBLE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HORTON HEATH STR. (FORD LAKE),42285,2,SU,51720,14370,SU5172014370,451720,114370,GB107042016270,0.8,7.300,48.0,97.1,01/01/1995,07/09/2004,07/09/2004,1,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,151366,1,ST,94398,86843,ST9439886843,394398,186843,GB109053027650,,,,,,24/06/2008,24/06/2008,1,False
NORTH EAST - YORKSHIRE,NIDD,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NIDD,228,2,SE,35045,56468,SE3504556468,435045,456468,GB104027068297,1.8,53.700,600.0,53.1,01/01/1995,22/09/2005,22/09/2005,1,False
NORTH EAST - YORKSHIRE,OUSE  (DALES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STILLINGFLEET BECK,286,2,SE,63012,42680,SE6301242680,463012,442680,GB104027063710,0.4,16.000,24.0,165.0,01/06/2012,02/08/2013,25/07/2017,4,False
NORTH EAST - YORKSHIRE,HULL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LOWTHORPE BECK,1620,2,TA,07748,62081,TA0774862081,507748,462081,GB104026067120,8.0,2.600,,,,12/08/1999,21/08/2000,3,False
NORTH EAST - NORTH EAST,NORTH NORTHUMBERLAND COAST,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BERRINGTON BURN,1640,2,NU,00700,43200,NU0070043200,400700,643200,GB103021073230,7.7,6.500,115.0,186.7,01/01/1995,17/07/2013,07/09/2016,2,False
NORTH EAST - NORTH EAST,NORTH NORTHUMBERLAND COAST,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RENNINGTON BURN,1650,2,NU,25000,17300,NU2500017300,425000,617300,GB103022076360,13.8,7.100,80.0,203.0,01/01/1995,16/06/2013,07/09/2016,2,False
NORTH EAST - NORTH EAST,ALN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,ALN,1653,2,NU,08766,12379,NU0876612379,408766,612379,GB103022076310,2.3,3.200,125.0,144.0,01/01/1995,04/07/2013,11/08/2015,2,False
NORTH EAST - NORTH EAST,ALN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,EDLINGHAM BURN,1657,2,NU,11970,12196,NU1197012196,411970,612196,GB103022076270,3.3,11.900,256.0,95.0,01/01/1995,08/06/2013,23/07/2014,2,False
